,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B-6,Folate,Vitamin B-12,Pantothenic acid,Phosphorus,Zinc,Selenium,Copper,Manganese,Potassium,Choline,Protein,Fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Added Sugars
christmas,53.18518518518518,0.14615384615384616,24.0,2.0402380952380947,0.0,0.13999999999999999,0.7333333333333334,1.0946666666666667,1.2343333333333335,14.469,1.4543333333333335,924.2222222222222,0.0,0.37,113.0,10.936666666666666,4.533333333333333,0.11033333333333334,0.0,72.63157894736842,5.733333333333333,2.4164000000000003,2.5065500000000007,0.0,3.772727272727273,0.0,144.48,0.0,0.0
christmas eve,29.75,12.505714285714287,36.75,2.0983783783783787,0.0,0.12416666666666665,0.3333333333333333,0.27883333333333327,0.3170833333333334,3.4446153846153846,0.35569230769230764,232.88888888888889,0.01,0.39349999999999996,33.0,2.571538461538461,1.1916666666666664,0.03708333333333334,0.0,98.21739130434783,2.5916666666666663,1.7568000000000001,2.088516483516483,0.0,3.891891891891892,0.0,111.5,0.0,0.0
cilantro,2248.1875,55.846666666666664,107.02631578947368,2.2186486486486494,0.0,1.0050000000000001,660.0,0.346,0.608,3.945,0.30266666666666664,132.66666666666666,0.0,0.57,192.33333333333334,1.9066666666666665,10.366666666666667,0.7466666666666667,3.3930000000000002,517.7586206896551,40.9,3.0455102040816335,0.924081395348837,0.0,5.075,0.0,1171.88,0.0,0.0
cinco de mayo,193.73469387755102,4.2727272727272725,68.28,1.2464000000000002,0.797777777777778,0.48051282051282057,13.506818181818181,0.10353488372093025,0.14493023255813955,1.8993488372093024,0.13460465116279072,22.983193277310924,0.451038961038961,0.500375,119.55319148936171,1.0667391304347824,12.127906976744189,0.12480434782608694,0.5125454545454545,231.58333333333334,35.247368421052634,7.9094,3.617331081081079,0.0,42.37777777777778,0.0,426.8979591836735,0.0,0.0
cinnamon,407.2608695652174,4.477777777777777,180.61702127659575,8.022978723404258,3.3074074074074074,0.8628571428571429,5.954054054054055,0.6035777777777778,0.6103777777777778,7.3858444444444435,0.5878444444444444,180.78333333333333,0.9495890410958903,0.42914285714285716,193.0,3.2602222222222217,14.177777777777777,0.1479736842105263,1.5779523809523806,173.54347826086956,17.943750000000005,6.499200000000001,2.242267857142857,0.0,8.75,0.0,388.9,0.0,0.0
citrus,74.16666666666667,31.086000000000002,23.78,0.35779999999999995,0.023529411764705882,0.11390243902439026,3.3916666666666653,0.04835999999999999,0.04252000000000001,0.2894999999999999,0.09082000000000001,14.096551724137932,0.06374999999999999,0.21957142857142856,23.56,0.14540000000000006,0.8666666666666667,0.07088,0.0361904761904762,145.54,10.221951219512192,1.0409999999999997,0.83689696969697,0.0,5.958333333333333,0.0,18.46,0.0,0.0
clam,121.0625,3.855102040816326,43.24,1.6091999999999993,0.6500000000000001,0.4893333333333334,6.80204081632653,0.06525999999999998,0.08672000000000002,1.10468,0.065375,14.458333333333334,4.412282608695651,0.21574999999999997,141.64,0.5912,19.408,0.11383999999999996,0.1970666666666667,180.56,37.58913043478261,8.9092,1.547086092715232,0.0,27.224489795918366,0.0,362.96,0.0,0.0
clove,121.0,8.847619047619048,84.64864864864865,1.5485714285714287,0.0,4.41,71.0,0.158,0.22,1.56,0.1955,25.0,0.0,0.509,81.0,2.32,7.2,0.6839999999999999,60.1,193.13636363636363,37.4,2.797551020408163,1.3489749999999998,0.0,0.3157894736842105,0.0,384.12,0.0,0.0
cocktail,61.75,12.321999999999997,10.72,0.1809999999999999,0.023333333333333334,0.13597826086956524,1.2437500000000004,0.014580000000000004,0.01776000000000001,0.22816000000000003,0.030299999999999994,4.191780821917808,0.015833333333333335,0.11033333333333334,14.26,0.10779999999999999,1.1021276595744687,0.040519999999999994,0.10093333333333333,71.76,5.517777777777777,0.6630000000000001,0.0777116564417178,0.0,4.081632653061225,0.0,88.92,0.0,0.0
cocktail party,62.74603174603175,12.469387755102039,17.96,0.4108,0.024137931034482762,0.20313953488372097,1.8133333333333332,0.025895833333333323,0.028062499999999994,0.4082916666666665,0.03904255319148935,8.211678832116789,0.020333333333333335,0.11033333333333334,22.06382978723404,0.16297872340425532,1.4840909090909093,0.046702127659574454,0.10093333333333333,89.77083333333333,6.523809523809524,1.6281999999999996,0.28691875000000006,0.0,8.877551020408163,0.0,157.88,0.0,0.0
coconut,9.112676056338028,1.5408163265306118,30.66,1.2879999999999998,0.29677419354838713,0.17209876543209876,2.3021739130434784,0.05866666666666667,0.06191111111111111,0.47146666666666676,0.065,12.925373134328359,0.042976190476190466,0.28516666666666673,90.04444444444445,0.6384444444444443,6.711904761904763,0.21822222222222223,0.9292105263157894,187.7608695652174,10.45,2.784,8.39159477124183,0.0,3.6875,0.0,156.28,0.0,0.0
cod,2581.8823529411766,1.7976744186046512,26.86,0.5571999999999999,265.95681818181833,0.6403508771929824,1.8875000000000004,0.10274999999999997,0.12089655172413794,1.9766896551724142,0.203,15.436781609195402,1.322280701754386,0.4054285714285714,333.1666666666667,0.5483333333333333,35.86551724137931,0.04776666666666667,0.018000000000000002,335.70588235294116,102.89999999999999,18.910600000000002,1.4006363636363637,0.0,84.78,0.0,853.92,0.0,0.0
coffee,39.729166666666664,0.09375,131.39583333333334,0.37229166666666663,0.2644444444444445,0.09681818181818179,0.7444444444444446,0.034272727272727274,0.09868888888888891,1.6962666666666666,0.01815555555555556,4.733333333333333,0.06722222222222224,0.0,132.57777777777778,0.18347826086956517,1.76,0.02677272727272727,0.0,214.58695652173913,8.936363636363637,1.8324,1.0453103448275864,0.0,5.76,0.0,61.62,0.0,0.0
coffee grinder,23.4,0.09599999999999997,42.46,0.24239999999999995,0.28775510204081634,0.08785714285714281,0.6918367346938779,0.033163265306122444,0.09688000000000001,1.6385714285714283,0.01918367346938776,4.369127516778524,0.07232323232323233,0.0,49.83673469387755,0.18799999999999997,1.6620000000000001,0.025836734693877546,0.0,178.9,8.816326530612246,1.6163999999999998,0.8421476510067114,0.0,3.9,0.0,31.74,0.0,0.0
collard greens,2083.5636363636363,26.499999999999996,141.3,1.0733999999999997,0.009433962264150943,0.8814864864864863,370.28684210526313,0.07289473684210526,0.12878947368421056,0.7175263157894737,0.13418421052631582,58.3859649122807,0.002266666666666667,0.32330000000000003,35.86842105263158,0.2805263157894737,1.576315789473684,0.09023684210526314,0.5046,266.8666666666667,21.678378378378376,2.8081999999999994,0.590689189189189,0.0,2.26,0.0,210.1,0.0,0.0
colorado,881.741935483871,10.813333333333333,98.26315789473684,1.531794871794872,8.4,1.17,2.6,0.027999999999999997,0.0655,1.1215,0.3835,7.0,0.0,0.3085,50.5,0.44999999999999996,5.6,0.176,0.3115,274.0,0.0,7.946326530612244,2.1447764705882357,0.0,54.75675675675676,0.0,416.7708333333333,0.0,0.0
columbus,205.5,14.513636363636364,107.33333333333333,1.1686666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.142,4.280978260869564,0.0,1805.0,0.0,23048.26,0.0,0.0
condiment,73.88135593220339,8.939130434782607,57.479166666666664,1.4268750000000001,1.406779661016949,0.2849411764705882,7.4875000000000025,0.12338636363636364,0.13131818181818183,1.901727272727272,0.19795348837209303,22.661538461538463,0.2962790697674419,0.47046153846153843,81.20454545454545,1.2695454545454545,10.84883720930233,0.09595454545454546,0.20149999999999998,176.19565217391303,24.280952380952385,6.640200000000002,2.3602624999999997,0.0,22.958333333333332,0.0,755.68,0.0,0.0
connecticut,251.25,2.6,18.285714285714285,3.2028571428571424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,1.9885714285714287,1.3864285714285713,0.0,7.857142857142857,0.0,182.0,0.0,0.0
cook like a diner,1595.2857142857142,0.9813953488372092,39.0,1.1597777777777778,16.444262295081973,2.9112903225806464,34.037499999999994,0.10648888888888888,0.10757777777777776,2.5344,0.38235555555555556,10.821705426356589,1.6743023255813954,0.067,132.42857142857142,1.554,23.00697674418605,0.1812,0.004666666666666666,187.9387755102041,51.52558139534884,10.1556,7.509935483870971,0.0,47.42553191489362,0.0,594.12,0.0,0.0
cookbook critic,488.0,1.6199999999999999,96.5,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.484285714285714,0.68375,0.0,26.75,0.0,307.42857142857144,0.0,0.0
cookie,17.98148148148148,0.8080000000000002,44.36,3.386,0.04444444444444445,0.6141489361702127,8.863829787234044,0.27881249999999996,0.3692708333333334,3.052208333333334,0.3289166666666666,57.07746478873239,0.039574468085106354,0.42960000000000004,104.57446808510639,0.6797916666666666,7.780851063829787,0.1965319148936171,0.8394999999999999,188.17021276595744,14.726086956521739,6.285399999999998,4.6267181208053705,0.0,9.673469387755102,0.0,329.98,0.0,0.0
cookies,243.42424242424244,0.02121212121212121,40.604166666666664,1.949791666666667,0.011764705882352941,0.4,6.699999999999999,0.118,0.2505,2.535,0.056999999999999995,56.0,0.045,0.0,123.66666666666667,1.33,12.6,0.11649999999999999,0.0,66.27777777777777,23.1,4.996199999999999,4.422719298245613,0.0,15.0,0.0,267.16326530612247,0.0,0.0
coriander,1337.2083333333333,51.17272727272728,210.44444444444446,6.482142857142856,0.0,1.0050000000000001,660.0,0.40575,0.5285,3.7624999999999997,0.3026666666666667,99.5,0.0,0.57,246.5,2.605,14.325,0.8037500000000001,2.8953333333333333,1275.888888888889,40.9,3.523469387755102,0.5772133333333334,0.0,7.142857142857143,0.0,3963.6326530612246,0.0,0.0
corn,51.204081632653065,2.453658536585366,50.3469387755102,2.2312244897959186,0.16153846153846152,1.4334722222222223,4.025,0.1919756097560975,0.17092682926829267,2.571682926829267,0.23926829268292685,51.456896551724135,0.3164,0.3435,122.1219512195122,1.3563414634146338,6.192499999999997,0.10143902439024392,0.5251999999999999,159.22916666666666,16.870588235294118,4.71612244897959,4.455166666666665,0.0,6.127659574468085,0.0,301.3673469387755,0.0,0.0
cornmeal,68.32727272727273,1.65,82.3125,2.5524000000000004,0.11818181818181817,0.2651020408163265,2.0567567567567564,0.26802702702702697,0.21524324324324323,2.6750000000000007,0.23257575757575752,85.26881720430107,0.06490196078431372,0.5061249999999999,234.3235294117647,1.1254545454545455,9.684615384615384,0.11466666666666667,0.4851428571428572,193.0,15.808695652173911,6.684199999999999,1.2188904109589043,0.0,8.955555555555556,0.0,427.12,0.0,0.0
costa mesa,213.45833333333334,18.374193548387098,74.58823529411765,1.3439393939393938,0.0,0.0,0.0,1.6666666666666667,0.0,32.5,0.0,22.6,18.8,35.0,14.0,11.2,52.0,0.017,0.0,187.77777777777777,0.0,9.37061224489796,3.844,0.0,11.906976744186046,0.0,621.0,0.0,0.0
cottage cheese,182.30232558139534,0.1744186046511628,86.0,0.016,11.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.91666666666667,0.0,11.273200000000001,0.9133944954128445,0.0,15.92,0.0,357.9,0.0,0.0
couscous,227.41935483870967,3.5206896551724136,28.545454545454547,1.5266666666666666,0.0,0.065,0.1,0.09633333333333334,0.044000000000000004,1.817,0.07066666666666667,16.666666666666668,0.0,0.8055,71.33333333333333,0.44999999999999996,27.45,0.10966666666666665,0.432,156.05,3.3,10.4802,0.13936734693877553,0.0,5.404255319148936,0.0,175.12,0.0,0.0
crab,59.67857142857143,3.4340909090909095,72.95918367346938,0.7561224489795917,0.16976744186046508,0.7360606060606062,8.88974358974359,0.07168292682926829,0.11502439024390244,2.0631463414634155,0.12934146341463412,37.73170731707317,1.781216216216216,0.46381818181818185,187.1951219512195,2.6397560975609755,31.05365853658536,0.5004390243902439,0.07436363636363637,201.75555555555556,57.363636363636374,12.816734693877551,1.9633716216216217,0.0,68.18,0.0,1677.061224489796,0.0,0.0
cranberry,73.58108108108108,18.665306122448985,27.951836734693874,0.70852,1.5465517241379307,0.5084126984126983,1.6000000000000003,0.08419318181818182,0.08251162790697673,0.8296022727272725,0.092640243902439,44.8886111111111,0.21180555555555555,0.3033333333333334,51.240425531914894,0.4634363636363636,2.9447368421052627,0.08254999999999997,0.19092857142857142,142.4695652173913,4.516666666666668,2.5674,0.26522727272727264,0.0,1.4318181818181819,0.0,35.90291666666667,0.0,0.0
cranberry sauce,44.13636363636363,13.436734693877556,18.346938775510203,0.5516326530612246,0.007894736842105263,0.2785416666666667,2.4160000000000004,0.04042424242424242,0.04827272727272728,0.5157272727272727,0.06541935483870968,33.32142857142857,0.02392857142857143,0.33629999999999993,46.75,0.3455882352941174,1.4137931034482758,0.08059999999999998,0.23758823529411763,164.75,5.341666666666666,1.8285999999999998,0.17576811594202904,0.0,0.9130434782608695,0.0,364.1020408163265,0.0,0.0
cream cheese,658.2,0.092,104.76,0.1312,2.073333333333333,0.24583333333333335,1.927777777777778,0.04933333333333333,0.18533333333333332,0.38891666666666663,0.05658333333333334,21.77777777777778,0.26999999999999996,0.59575,154.91666666666666,0.6475000000000001,6.508333333333334,0.037,0.010499999999999999,86.68571428571428,22.125,6.929399999999998,8.347931623931624,0.0,89.06,0.0,358.26,0.0,0.0
créme de cacao,168.80769230769232,4.646341463414635,56.244897959183675,1.9673469387755098,0.8113636363636367,0.4323456790123457,6.438888888888887,0.09930434782608699,0.13980434782608697,1.8440217391304345,0.12923913043478263,22.781512605042018,0.44449999999999995,0.4435,132.85714285714286,1.2038775510204078,11.721739130434784,0.2214081632653061,0.7845333333333333,272.18367346938777,35.06315789473685,8.5396,4.020098765432097,0.0,39.18181818181818,0.0,342.6734693877551,0.0,0.0
crêpe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cr��me de cacao,171.08163265306123,4.53421052631579,54.57142857142857,2.0022448979591836,0.7727272727272729,0.38533333333333336,6.258823529411762,0.10067441860465118,0.13248837209302325,1.7409069767441858,0.11937209302325581,22.69090909090909,0.42986486486486486,0.4435,131.02173913043478,1.1704347826086952,10.904651162790701,0.23156521739130434,0.7845333333333333,270.72340425531917,29.44,7.807800000000001,4.066142857142856,0.0,29.181818181818183,0.0,329.734693877551,0.0,0.0
cuba,963.2,0.0,678.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.509999999999998,8.305,0.0,82.0,0.0,610.7,0.0,0.0
cucumber,155.28125,3.656,24.264705882352942,0.2899999999999999,0.005405405405405406,0.20902439024390246,19.270967741935483,0.026136363636363638,0.08831818181818182,0.26286363636363635,0.03547619047619049,6.721311475409836,0.021,0.14977777777777782,26.904761904761905,0.18523809523809528,1.21,0.043952380952380965,0.04822222222222223,97.83333333333333,7.140000000000001,1.067,1.2970333333333335,0.0,4.67741935483871,0.0,289.42857142857144,0.0,0.0
cumin,469.1,4.4799999999999995,176.77142857142857,13.536857142857144,0.0,1.665,5.4,0.628,0.327,4.58,0.435,10.0,0.0,0.0,499.0,4.8,5.2,0.867,3.33,470.4375,24.7,5.219399999999999,2.614931506849316,0.0,5.1,0.0,1590.64,0.0,0.0
cupcake,216.0612244897959,0.6877551020408166,42.59183673469388,1.4630612244897963,0.2000000000000001,0.9669696969696968,14.754545454545458,0.11084848484848485,0.13936363636363638,1.076939393939394,0.058121212121212115,29.656565656565657,0.05227272727272729,0.0,125.24242424242425,0.5115151515151516,7.257575757575759,0.15078787878787878,0.0,140.21212121212122,31.436363636363634,3.6063999999999976,5.4109022556390975,0.0,38.46,0.0,294.5,0.0,0.0
currant,29.93103448275862,30.29,51.628571428571426,1.9888235294117653,0.023529411764705882,0.20444444444444446,4.8500000000000005,0.13740000000000002,0.12799999999999997,1.174,0.157,19.416666666666668,0.02333333333333333,0.231,89.8,0.35,4.475,0.17619999999999997,0.2623333333333333,366.6875,13.524999999999999,2.6,1.0770344827586207,0.0,2.75,0.0,24.4,0.0,0.0
curry,441.4074074074074,10.428571428571429,45.68888888888889,2.2630434782608693,0.0032258064516129032,1.387037037037037,13.166666666666666,0.14257142857142854,0.11892857142857145,1.3345714285714283,0.18407142857142858,29.775,0.0862962962962963,1.07,84.15384615384616,0.9128571428571428,6.657142857142858,0.18023076923076922,8.3,279.90625,20.761538461538464,4.6582,2.2673125,0.0,4.531914893617022,0.0,39305.1,0.0,0.0
custard,121.46296296296296,1.2450000000000006,94.10204081632654,0.7785714285714286,6.319047619047619,0.242,2.635714285714286,0.0821290322580645,0.16780645161290325,0.5457741935483871,0.05087096774193548,20.18888888888889,0.135,0.5187142857142857,91.41935483870968,0.4623333333333334,8.136666666666667,0.04286666666666668,0.04850000000000001,142.05128205128204,32.11304347826087,4.3534,2.7421520000000004,0.0,49.104166666666664,0.0,151.98,0.0,0.0
dairy,64.80392156862744,3.6459999999999995,106.86,0.9907999999999998,1.376470588235294,0.8238541666666669,7.398000000000001,0.06551020408163265,0.13295918367346943,0.9394081632653061,0.06967346938775508,14.402777777777779,0.22051546391752583,0.6125,38.42857142857143,0.21040816326530618,1.7979591836734699,0.07142857142857144,0.15,126.77551020408163,11.397959183673468,1.9380000000000004,0.5626577181208056,0.0,2.08,0.0,76.1,0.0,0.0
dairy free,48.411764705882355,3.646938775510205,88.02,0.691,0.3480000000000001,0.5569148936170214,8.01372549019608,0.07497959183673471,0.13436734693877553,0.8680204081632652,0.04763265306122447,11.937062937062937,0.2469473684210526,0.48100000000000004,70.82,0.28102040816326535,1.4591836734693882,0.06810204081632654,0.064,131.5,12.068750000000001,2.442,0.9165562913907284,0.0,1.6122448979591837,0.0,148.56,0.0,0.0
dallas,111.42857142857143,0.8428571428571429,25.647058823529413,2.0376470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.8,0.0,7.1146938775510185,1.1993478260869566,0.0,0.8571428571428571,0.0,960.7317073170732,0.0,0.0
date,163.58139534883722,0.7500000000000001,69.39583333333333,2.611458333333334,3.443478260869565,0.42519999999999997,4.71875,0.2784666666666667,0.2950666666666667,3.266466666666666,0.3122857142857142,61.27272727272727,0.45160000000000006,0.6896666666666667,126.73333333333333,0.872,9.584615384615384,0.2759999999999999,0.9260000000000002,510.51612903225805,18.053846153846152,4.301199999999999,1.9257064220183482,0.0,5.382978723404255,0.0,98.58,0.0,0.0
deep-fry,30.416666666666668,4.508888888888889,58.183673469387756,1.1753061224489794,0.08181818181818182,2.014078947368421,23.26730769230769,0.17515555555555562,0.10617777777777783,2.3573999999999997,0.14430232558139536,29.333333333333332,0.21962025316455694,0.1866315789473684,159.42222222222222,0.986,16.838636363636358,0.11054761904761906,0.315,175.19148936170214,42.7939393939394,8.9996,8.66630555555555,0.0,32.744680851063826,0.0,388.56,0.0,0.0
denver,62.193548387096776,1.7052631578947368,51.04545454545455,1.8681818181818186,1.4717948717948723,0.054166666666666675,1.55,0.08466666666666665,0.21875,3.4683333333333333,0.41716666666666674,4.5,1.7245833333333331,0.855,191.75,8.75,25.724999999999994,0.09191666666666666,0.015333333333333338,319.46666666666664,80.71666666666665,17.512272727272727,2.984205128205128,0.0,63.59090909090909,0.0,356.27272727272725,0.0,0.0
dessert,45.02564102564103,8.616000000000001,101.24,0.42320000000000013,0.4041095890410959,0.202906976744186,2.602222222222222,0.08151999999999995,0.05382,0.21538000000000002,0.03513999999999999,5.241379310344827,0.04526315789473684,0.0856875,41.78,0.2881999999999999,1.5229166666666671,0.07053999999999999,0.18474999999999997,83.66,6.179069767441859,1.3592000000000002,1.345028571428571,0.0,6.319148936170213,0.0,576.58,0.0,0.0
digestif,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
dill,868.5882352941177,14.241666666666667,186.52,3.028,2.914285714285714,0.29533333333333334,17.6,0.14181818181818182,0.1599090909090909,1.0244545454545457,0.2370909090909091,26.678571428571427,0.06999999999999999,0.24975000000000003,116.72727272727273,1.2027272727272729,6.9,0.15536363636363637,1.2033333333333334,322.54545454545456,16.82857142857143,1.6333999999999997,2.315316666666667,0.0,13.583333333333334,0.0,1149.061224489796,0.0,0.0
dinner,839.7956989247311,1.4489795918367343,31.46,0.8063999999999999,0.47912087912087914,0.1971604938271605,5.038297872340425,0.09112,0.09173469387755104,1.3037551020408165,0.07392000000000003,20.530201342281877,0.07572916666666667,0.2473888888888889,57.2,0.5685999999999999,7.349999999999999,0.06595999999999996,0.332,118.12,14.305263157894734,3.8968000000000003,0.8893934426229512,0.0,11.871794871794872,0.0,136.54,0.0,0.0
dip,68.67924528301887,2.2224489795918374,72.96,0.6642,0.07954545454545457,0.5975294117647058,31.52708333333334,0.06031111111111113,0.10953333333333334,0.46444444444444444,0.06933333333333334,22.404580152671755,0.12094117647058825,0.43019999999999997,95.66666666666667,0.5646666666666667,6.2577777777777746,0.08902222222222218,0.15400000000000003,164.67391304347825,19.66511627906976,4.438399999999999,5.211840764331214,0.0,22.510204081632654,0.0,519.38,0.0,0.0
diwali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dominican republic,662.0769230769231,7.607692307692307,152.17142857142858,4.503714285714285,0.07777777777777778,0.27,3.3,0.173,0.21,1.76,0.099,53.666666666666664,0.09,0.0,133.0,0.74,10.0,0.133,0.0,767.25,38.5,7.161250000000002,4.775999999999998,0.0,21.36842105263158,0.0,264.8333333333333,0.0,0.0
dorie greenspan,59.31578947368421,100.89473684210526,21.63157894736842,0.2427777777777778,16.166666666666668,0.0,0.0,0.0,0.029199999999999997,0.0,0.01,0.0,0.1,0.0,32.166666666666664,0.2,0.0,0.0,0.0,78.42857142857143,0.0,2.7699999999999996,0.452127659574468,0.0,1.4210526315789473,0.0,63.5,0.0,0.0
double boiler,164.47916666666666,4.81860465116279,418.84,3.1574,0.8474999999999999,0.6507575757575759,5.051111111111111,0.155575,0.19645000000000004,4.613048780487804,0.33608108108108115,55.72222222222222,0.8820588235294119,2.2783636363636366,455.95238095238096,3.1488095238095233,19.522222222222222,0.10821951219512196,0.1652941176470588,204.62222222222223,45.571875000000006,14.876600000000002,4.077490797546015,0.0,49.02127659574468,0.0,789.64,0.0,0.0
dried fruit,1817.96875,27.248936170212772,176.02,5.5402,25.900000000000006,0.7960000000000002,9.165217391304347,0.17986956521739134,0.48078260869565215,3.4568478260869564,0.43904444444444457,56.121212121212125,2.072530120481928,4.566399999999999,278.9795918367347,2.2724489795918363,37.44761904761904,0.7395102040816325,1.3673636363636363,802.734693877551,164.32894736842104,19.723799999999997,1.5958671328671334,0.0,218.5,0.0,641.78,0.0,0.0
drink,125.32692307692308,11.283673469387752,58.46666666666667,0.5917777777777777,8.809259259259262,1.137613636363636,3.4068181818181813,0.06977272727272726,0.14951111111111118,1.9317777777777785,0.3271818181818182,17.181818181818183,0.68,0.6906666666666667,50.48888888888889,0.5500000000000002,2.4477272727272736,0.05961363636363633,5.027333333333334,81.42222222222222,7.315909090909094,1.7342000000000002,0.3113741007194245,0.0,1.3191489361702127,0.0,42.88,0.0,0.0
drinks,71.14545454545454,10.610416666666664,53.645833333333336,0.5577083333333334,3.924561403508772,1.0428124999999997,3.1229166666666663,0.06449999999999999,0.17881250000000004,2.035833333333334,0.33225,15.75,0.699375,1.035,46.0625,0.5077083333333335,2.2500000000000004,0.0550208333333333,2.5181666666666667,73.77551020408163,6.725000000000004,1.7412000000000003,0.28105228758169937,0.0,1.2653061224489797,0.0,42.74,0.0,0.0
duck,1169.9,2.9999999999999996,17.956521739130434,2.9706382978723394,4.2121951219512175,0.27125,2.675,0.1662258064516129,0.2729354838709677,4.839342857142857,0.33709677419354844,36.03225806451613,1.35864406779661,1.8327499999999999,174.83870967741936,1.8077419354838706,20.268571428571434,0.3816774193548387,0.09300000000000003,216.64705882352942,63.42142857142857,15.4684,3.7593153846153866,0.0,154.5531914893617,0.0,276.6530612244898,0.0,0.0
easter,32.22222222222222,2.8793103448275867,28.857142857142858,0.9611764705882353,0.0,1.176,2.4857142857142853,0.04525,0.14087500000000003,1.183,0.04942857142857143,9.333333333333334,0.11,0.0,112.28571428571429,1.0957142857142856,3.2142857142857144,0.3272857142857143,0.0,137.13333333333333,18.528571428571432,3.474199999999999,4.216100000000001,0.0,4.771428571428571,0.0,113.46,0.0,0.0
eau de vie,180.29166666666666,4.686363636363637,53.04081632653061,1.3353061224489795,0.7934782608695656,0.4214285714285715,7.439130434782611,0.10660869565217392,0.14158695652173914,1.8811304347826086,0.13704347826086957,22.5859375,0.4277108433734941,0.500375,118.10204081632654,1.0542857142857143,11.78913043478261,0.12248979591836734,0.5125454545454545,245.0204081632653,33.765853658536585,7.7486,2.9998716216216206,0.0,40.45454545454545,0.0,349.38775510204084,0.0,0.0
edible gift,202.6,8.385185185185186,37.4,2.2717241379310344,0.7523809523809524,0.22,16.055555555555557,0.09822222222222224,0.16633333333333333,2.396,0.29,27.625,0.07200000000000001,0.755,106.375,0.8587500000000001,5.862500000000001,0.145625,0.2291666666666667,205.63636363636363,35.128571428571426,2.7619999999999987,4.257441558441558,0.0,6.741935483870968,0.0,81.8,0.0,0.0
egg,147.18,0.528888888888889,77.53191489361703,1.8614893617021278,5.14938775510204,0.7195180722891565,5.5390243902439025,0.14745454545454545,0.3963829787234042,1.2345681818181815,0.15442222222222216,42.97692307692308,0.4033720930232559,0.5840000000000001,189.5681818181818,1.165333333333333,27.7804347826087,0.08059090909090909,0.41180000000000005,144.1304347826087,165.75957446808508,11.448,3.963942857142857,0.0,272.1489361702128,0.0,382.9583333333333,0.0,0.0
egg nog,212.475,0.3916666666666667,105.04255319148936,0.6208695652173912,10.579999999999997,0.7885185185185185,4.076923076923077,0.13113333333333335,0.35477777777777775,0.9957333333333335,0.14153333333333334,39.977777777777774,0.3241379310344828,0.47650000000000003,172.8,1.0012499999999998,26.955555555555563,0.07506666666666666,0.3033333333333333,154.6551724137931,163.64736842105262,6.7669999999999995,2.758651376146789,0.0,121.14893617021276,0.0,161.95833333333334,0.0,0.0
eggplant,142.30769230769232,3.9105263157894736,70.91489361702128,0.7391489361702127,0.016666666666666666,0.2873333333333334,7.573333333333334,0.08553333333333334,0.0688,0.8156666666666667,0.09306666666666666,21.77777777777778,0.044,0.1436666666666667,54.06666666666667,0.42933333333333334,2.8466666666666662,0.10333333333333332,0.15266666666666667,199.8,11.32,3.5619999999999994,1.0149059829059828,0.0,7.8979591836734695,0.0,339.36,0.0,0.0
egypt,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emeril lagasse,725.1904761904761,4.505,24.3,0.6769999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9507894736842104,0.49181818181818177,0.0,11.136363636363637,0.0,4753.3421052631575,0.0,0.0
